cohort_obs_dt,segment_calibration,consolidated_id,default_first_in_12M_dt,pd_model_class,pd_model_pct,pd_decided_class,pd_decided_pct,issued_or_outstanding_amt_EUR,granted_amt_EUR,EaD_amt_EUR,RWA_amt_EUR,default_flg,Validation_sample
12/31/2022,CORP,35949745,,3,0.0021,3,0.0021,134594.72,597457.72,481742.72,134589.44,0,1
12/31/2022,CORP,13593938,,9,0.148053,9,0.148053,2759139.44,3643993.04,3422780.14,9082725.56,0,1
12/31/2022,CORP,52278574,,4,0.0057,5,0.0113,843.15,28000.05,21210.79,23273.548,0,1
12/31/2022,CORP,18571678,,4,0.0054,4,0.0054,195153,325153,292653,147724.1,0,1
12/31/2022,CORP,18948464,,6,0.0184,6,0.0184,888275.78,1023790.4,989911.45,691013.811,0,1
12/31/2022,CORP,56281882,,-1,1,12,1,3338566.206,3338566.206,3338566.206,0,0,0
12/31/2022,CORP,37086392,,8,0.0905,8,0.0905,240095.97,240334.68,212411.588,221078.424,0,1
12/31/2022,CORP,78504385,,-1,1,10,1,33257.7,38958.73,37533.47,0,0,0
12/31/2022,CORP,74623109,,3,0.00212,3,0.00212,952463,1666803,1488218,889521.7,0,1
12/31/2022,CORP,75213583,,6,0.0212,6,0.0212,2072680.34,5729818.34,3694752.41,3515009.53,0,1
12/31/2022,CORP,12211714,,5,0.0101,5,0.0101,494532.1,925000.4,349999.98,233774.803,0,1
12/31/2022,CORP,13035824,,3,0.0028,9,0.181,0,850000,637500,1691680,0,1
12/31/2022,CORP,59286101,,6,0.0162,6,0.0162,87830,281083.1,207913.33,149572.61,0,1
12/31/2022,CORP,92879166,,3,0.0031,3,0.0031,473449,573449,548449,170943.4,0,1
12/31/2022,CORP,92735714,,7,0.0453,7,0.0453,4392.12,50000.02,10000.004,10260.708,0,1
12/31/2022,CORP,67968570,,5,0.0113,3,0.0028,2067820,2067820,2067820,1235950,0,1
12/31/2022,CORP,23900711,,5,0.012,5,0.012,1707360.3,1707360.3,1707360.3,1873403.8,0,1
12/31/2022,CORP,71266602,,5,0.008059,5,0.008059,748545.59,2519999.5,1769202.6,1006789.044,0,1
12/31/2022,CORP,70104656,,7,0.0453,7,0.0453,17717.5,700003.5,529431.5,576620.6,0,1
12/31/2022,CORP,42003605,,5,0.011152,3,0.0028,22153022.6,22153022.6,22153022.6,,0,1
12/31/2022,CORP,96072871,,3,0.00212,3,0.00212,41373.6,999999.6,760343.6,353471.9,0,1
12/31/2022,CORP,43432783,,2,0.0014,2,0.0014,10081.9,5050000.1,3790020.5,1195988.98,0,1
12/31/2022,CORP,88385847,,6,0.0294,6,0.0294,108669.1,493001.1,396918.55,289171.7338,0,1
12/31/2022,CORP,41164700,,7,0.0401,7,0.0401,0,860000,0,0,0,1
12/31/2022,CORP,63032731,,4,0.0049,4,0.0049,48000,2999999,898383,533670.73,0,1
12/31/2022,CORP,37235577,,4,0.0044,4,0.0044,364088,500000,466022,262463.3,0,1
12/31/2022,CORP,54167792,,2,0.0016,2,0.0016,271789.69,305577.1,297130.17,81448.125,0,1
12/31/2022,CORP,70995299,,7,0.0453,7,0.0453,4928275.2,5321078.2,5222877.5,5948098.6,0,1
12/31/2022,CORP,96399397,,2,0.0014,4,0.0057,2702570,4000000,3675645,3088932,0,1
12/31/2022,CORP,85724481,,5,0.0102,5,0.0102,0,400000,300000,228511,0,1
12/31/2022,CORP,82203720,,4,0.0043,4,0.0043,807193,2000466.4,1702144.1,915364.1,0,1
12/31/2022,CORP,37727594,,5,0.0098,5,0.0098,233165,733165,408165,297908.7,0,1
12/31/2022,CORP,32628124,,5,0.0113,5,0.0113,0,600000,450000,328443,0,1
12/31/2022,CORP,74558426,,6,0.0226,5,0.0113,46494.3,300000.1,186051.56,110831.07,0,1
12/31/2022,CORP,80074268,,3,0.0028,3,0.0028,13412040,14251501,14041636,8392805,0,1
12/31/2022,CORP,77529037,,4,0.0043,4,0.0043,0,99581.8,74686.3,42063.3,0,1
12/31/2022,CORP,25687792,,5,0.0089,5,0.0089,72869.2,240624.38,98451.39,68161.8,0,1
12/31/2022,CORP,42965026,,4,0.0057,5,0.0113,2083941,2181305.8,2156964.6,1816953.6,0,1
12/31/2021,CORP,23872487,,5,0.014655,5,0.014655,2922915,2922915,2922915,3207174,0,1
12/31/2021,CORP,50120302,,6,0.0177,5,0.0113,1567715.4,1634062.7,1617475.9,925604.2,0,1
12/31/2021,CORP,57217065,,4,0.0074,4,0.0074,211469.72,600000.12,286559.09,142606.849,0,1
12/31/2021,CORP,45608093,,5,0.0155,5,0.0155,2864530,3378305.9,3249862.4,2515022.2,0,1
12/31/2021,CORP,59811537,,4,0.0044,4,0.0044,80000,80000,80000,35043.5,0,1
12/31/2021,CORP,52789019,,4,0.0068,4,0.0068,0,400000,300000,168960,0,1
12/31/2021,CORP,42038580,,7,0.037797,7,0.037797,700117.764,700117.764,350117.764,578512.587,0,1
12/31/2021,CORP,35824108,,5,0.0081,5,0.0081,218255.71,515874.71,441470.71,250613.48,0,1
12/31/2021,CORP,91190143,,3,0.0024,3,0.0024,397995,400013.16,399508.62,163033.687,0,1
12/31/2021,CORP,42721339,,7,0.059,7,0.059,1529650.9,1575360.5,1563933.1,1497557.5,0,1
12/31/2021,CORP,37958276,,-1,1,12,1,51316.4,51316.4,51316.4,0,0,0
12/31/2021,CORP,44887899,,-1,1,12,1,689015,689015,689015,0,0,0
12/31/2021,CORP,57539773,,5,0.0117,5,0.0117,0,300000,225000,164222,0,1
12/31/2021,CORP,65780255,,6,0.023073,7,0.0453,5633947.3,6355799.6,2158263.84,,0,1
12/31/2021,CORP,79197573,,5,0.0113,6,0.0226,399881,620000,564970.25,764465.5146,0,1
12/31/2021,CORP,53286625,,7,0.052317,7,0.052317,0,150000,112500,118558,0,1
12/31/2021,CORP,35962547,,5,0.0146,5,0.0146,0,20000,15000,16458.8,0,1
12/31/2021,CORP,24339566,,5,0.0113,5,0.0113,422301.5,462228.7,452246.9,256731.2,0,1
12/31/2021,CORP,45179789,,1,0.0007,2,0.0014,267.74,20000,15066.93,4130.0817,0,1
12/31/2021,CORP,34616592,,4,0.0078,4,0.0078,125.35,35000.05,26281.35,14852.6403,0,1
12/31/2021,CORP,17476097,,3,0.0022,3,0.0022,819300,1300000,260000,75978.902,0,1
12/31/2021,CORP,64528540,,4,0.0059,4,0.0059,0,742000,203400,114554.7,0,1
12/31/2021,CORP,60805244,,4,0.0044,4,0.0044,446146.5,469633,463761.4,250372.39,0,1
12/31/2021,CORP,14318118,,4,0.0061,4,0.0061,225726,750000.2,307281.8,160348.13,0,1
12/31/2022,CORP,64702848,,5,0.0147,5,0.0147,68781.6,68781.6,68781.6,39045.9,0,1
12/31/2022,CORP,99552089,,2,0.001988,3,0.0028,657029.9,757029.9,732029.9,,0,1
12/31/2022,CORP,59942682,,-1,1,12,1,2460907.76,2460907.76,2460907.76,0,0,0
12/31/2022,CORP,14636112,,-1,1,10,1,579173,583152.18,582157.38,0,0,0
12/31/2022,CORP,36221321,,5,0.0121,5,0.0121,200283,400283,350283,229163.7,0,1
12/31/2022,CORP,60158555,,4,0.0059,5,0.0113,102957,156034.02,142764.77,93400.3987,0,1
12/31/2022,CORP,77761304,,8,0.0905,7,0.0453,2883364,3830364,3593614,3936557,0,1
12/31/2022,CORP,15972203,,7,0.06,7,0.06,860086.2,2400095.4,1092783.41,1170842.17,0,1
12/31/2022,CORP,17103096,,6,0.018165,6,0.018165,456595.62,476533.7,269545.95,237992.924,0,1
12/31/2022,CORP,72947214,,7,0.0401,9,0.181,58443.3,100018.8,89624.9,158793.2,0,1
12/31/2022,CORP,30611212,,6,0.0278,7,0.0453,353741.7,354719.47,354475.028,345451.633,0,1
12/31/2022,CORP,38415057,,4,0.0064,4,0.0064,2846.97,2846.97,2846.97,1603.41,0,1
12/31/2022,CORP,13613161,,4,0.0074,4,0.0074,354103,380501.1,373901.6,188754.93,0,1
12/31/2022,CORP,48045794,,4,0.006118,4,0.006118,2212.31,635000,476803.078,268535.49,0,1
12/31/2022,CORP,63788409,,4,0.0044,4,0.0044,849469,980435,947693.8,555558.6,0,1
12/31/2022,CORP,62878659,,5,0.01291,6,0.0226,6787175,7310998,7180042,9715350,0,1
12/31/2022,CORP,45059411,,5,0.0113,5,0.0113,250509,399999.9,337627.2,246425.3,0,0
12/31/2022,CORP,94640129,,5,0.0113,5,0.0113,0,220000,165000,123300,0,1
12/31/2022,CORP,99024473,,2,0.0015,2,0.0015,0,500000,375000,108021,0,1
12/31/2022,CORP,13728923,,4,0.0043,4,0.0043,222161,300046.8,280575.3,158019.9,0,1
12/31/2022,CORP,97666628,,4,0.0059,4,0.0059,30000,980000,727500,422828.37,0,1
12/31/2022,CORP,46517590,,3,0.0028,3,0.0028,230084,917084,670334,244372.5,0,1
12/31/2022,CORP,52571225,,3,0.0032,3,0.0032,4035464,4850764,4646939,2006711,0,1
12/31/2022,CORP,69009405,,4,0.0056,4,0.0056,406626,406626,406626,232134,0,1
12/31/2022,CORP,11401640,,-1,1,12,1,9.85,9.85,9.85,0,0,0
12/31/2022,CORP,58441708,,6,0.026634,6,0.026634,177141,177141,177141,156404,0,1
12/31/2022,CORP,72990473,,4,0.0057,4,0.0057,1638293,2755303,2476052,1312396.9,0,1
12/31/2022,CORP,93453428,,4,0.0061,4,0.0061,398770,698770,623770,275185.8,0,1
12/31/2022,CORP,97880729,,5,0.0113,5,0.0113,1405177.4,2419547.4,1765955.4,1213755.47,0,1
12/31/2022,CORP,15135944,,3,0.003489,4,0.0057,33553000,33553000,33553000,,0,1
12/31/2022,CORP,97777753,,3,0.002703,3,0.002703,0,10000000,7500000,4482810,0,1
12/31/2021,CORP,77703197,,4,0.0057,4,0.0057,577190,577190,577190,325184.4,0,1
12/31/2021,CORP,52313609,,6,0.0162,6,0.0162,0,250000,187500,149636,0,1
12/31/2021,CORP,97655182,,3,0.0031,3,0.0031,547305,697305,659805,224494.2,0,1
12/31/2021,CORP,11942779,,4,0.0064,4,0.0064,0,400000,300000,168960,0,1
12/31/2021,CORP,14709864,,1,0.0007,1,0.0007,0,150000,112500,22416.2,0,1
12/31/2021,CORP,98625854,,4,0.0061,4,0.0061,40935.6,40935.6,40935.6,23054.9,0,1
12/31/2021,CORP,27082231,,7,0.0474,7,0.0474,1936185.2,2117148.2,2071907.2,1722326,0,1
12/31/2021,CORP,91843842,,3,0.002299,3,0.002299,823449.8,2630369.8,823449.8,492182.6,0,1
12/31/2021,CORP,20146239,,3,0.002299,3,0.002299,218728.2,2369628.2,218728.2,130736.2,0,1
12/31/2021,CORP,14200663,,5,0.015342,6,0.0226,4898,1104898,660979.6,583604.226,0,1
12/31/2021,CORP,44400780,,3,0.0028,3,0.0028,209241,2200001,1702311,1017485,0,1
12/31/2021,CORP,68760473,,3,0.0032,3,0.0032,2887420,4807660,4327600,1864756,0,1
12/31/2021,CORP,70652677,,6,0.0183,6,0.0183,593894,593894,593894,526363,0,1
12/31/2021,CORP,45948654,,6,0.0226,6,0.0226,5327420.11,11748080.11,9908135.11,9674222.31,0,1
12/31/2021,CORP,33166147,,5,0.0113,5,0.0113,0,100000,75000,50396,0,1
12/31/2021,CORP,13513639,,7,0.0454,7,0.0454,1610129.4,1806887.1,1727697.7,1464374.707,0,1
12/31/2021,CORP,97944909,,4,0.0058,4,0.0058,349134,500016,462295,260364.3,0,1
12/31/2021,CORP,25881099,,3,0.0021,3,0.0021,335655,700000,324303.5,111479.86,0,1
12/31/2021,CORP,49073514,,5,0.0113,6,0.0226,987299,10458593.5,197459.7,,0,1
12/31/2021,CORP,17164454,,8,0.0905,8,0.0905,158413.6,222057.3,206146.4,218133.6,0,1
12/31/2021,CORP,51095578,,6,0.022083,6,0.022083,1693208,2000000,1898115.7,1554081.7,0,1
12/31/2021,CORP,95890111,,6,0.0212,7,0.0453,361990,586990,72397.9,61594.5,0,1
12/31/2021,CORP,53987973,,6,0.0226,6,0.0226,1250830,1250830,1250830,1104410,0,1
12/31/2021,CORP,56774129,,-1,1,12,1,2460904.76,2460904.76,2460904.76,0,0,0
12/31/2021,CORP,27742450,,-1,1,10,1,594509,682047.2,660162.6,0,0,0
12/31/2021,CORP,90042175,,2,0.00161,3,0.0028,0,2700000,1637234,978588,0,1
12/31/2021,CORP,60388668,,-1,1,10,1,189305.5,189305.5,189305.5,0,0,0
12/31/2021,CORP,18290314,,4,0.0067,4,0.0067,580196,580196,465196,246228.3,0,1
12/31/2021,CORP,47282474,,6,0.02885,6,0.02885,212932,212932,42586.4,37601.2,0,1
12/31/2021,CORP,46244666,,8,0.0905,8,0.0905,187745,200015.6,196947.93,267942.4,0,1
12/31/2021,CORP,26092833,,5,0.0107,5,0.0107,0,80000,60000,39253.5,0,1
12/31/2021,CORP,58336722,,3,0.002299,2,0.0014,6116750,7616750,7241750,,0,1
12/31/2021,CORP,80592329,,5,0.008,5,0.008,0,350000,262500,149041,0,1
12/31/2021,CORP,98633698,,5,0.0113,5,0.0113,584533.02,761632.02,717358.02,411709.03,0,1
12/31/2021,CORP,35748373,,3,0.0028,4,0.0057,1085938.02,1279328.02,1230980.52,1034490.21,0,1
12/31/2021,CORP,21296974,,3,0.0028,3,0.0028,0,300000,225000,90397.3,0,1
12/31/2021,CORP,60001171,,6,0.0293,6,0.0293,0,129000,96750,72285.4,0,1
12/31/2021,CORP,13395151,,3,0.0028,3,0.0028,348078,500009,462026,185151.4,0,1
12/31/2021,CORP,16783485,,4,0.007,4,0.007,3614550,3614550,3614550,1927980,0,1
12/31/2021,CORP,71682962,,6,0.0168,6,0.0168,720184.5,720906.07,720725.678,589310.293,0,1
12/31/2021,CORP,58956191,,6,0.0168,6,0.0168,610472,610472,610472,419987,0,1
12/31/2021,CORP,62425586,,-1,1,10,1,92007.4,92007.4,92007.4,0,0,0
12/31/2021,CORP,83258690,,6,0.0205,6,0.0205,247509.34,380092.34,346946.34,306332.286,0,1
12/31/2021,CORP,52611957,,6,0.032,6,0.032,40272.36,389999.56,257918.17,207145.76,0,1
12/31/2021,CORP,75265198,,6,0.0203,6,0.0203,185943.6,185943.6,37188.62,26266.19,0,1
12/31/2021,CORP,84856521,,-1,1,10,1,0,250000,187500,0,0,0
12/31/2021,CORP,99058176,,4,0.004574,4,0.004574,100000,30000030,20000,16807.58,0,1
12/31/2021,CORP,88218983,,4,0.0067,4,0.0067,0,300000,225000,99324.7,0,1
12/31/2021,CORP,15872580,,6,0.0169,6,0.0169,995029.9,2399999.7,1030000.03,932386.675,0,1
12/31/2021,CORP,43923111,,5,0.0085,5,0.0085,648127.48,1300000.48,505561.536,336836.534,0,1
12/31/2021,CORP,79561134,,6,0.0226,6,0.0226,205111.3,500000.4,100000.05,87370.93,0,1
12/31/2021,CORP,77446185,,4,0.0041,5,0.0113,100260,120005.2,115068.9,83985.4,0,1
12/31/2021,CORP,44637248,,5,0.0085,5,0.0085,348704,350387.48,349966.61,255430.546,0,1
12/31/2021,CORP,67467292,,4,0.0043,4,0.0043,300853,1500013,1200220,684049,0,1
12/31/2021,CORP,31748484,,3,0.0032,3,0.0032,300055.2,800055.2,475055.2,190372.9,0,1
12/31/2021,CORP,55133034,,5,0.0113,5,0.0113,101625,101625,101625,74173.6,0,1
12/31/2021,CORP,11185255,,9,0.2246,9,0.2246,921406,921406,921406,1671143,0,1
12/31/2021,CORP,80667669,,5,0.0093,5,0.0093,509088,592371.2,571550.4,427407.7,0,1
12/31/2021,CORP,99383045,,4,0.0051,4,0.0051,308065,400019.4,377030.8,212343.5,0,1
12/31/2021,CORP,44316921,,9,0.1417,9,0.1417,708632.03,799675.33,346791.3,169054.9,0,1
12/31/2021,CORP,88518276,,5,0.015342,5,0.015342,1423700,7631305,4874494,3170004,0,1
12/31/2021,CORP,48381481,,3,0.0028,3,0.0028,0,500000,375000,151657,0,1
12/31/2021,CORP,50186950,,2,0.0014,3,0.0028,0,400000,300000,120222,0,1
12/31/2021,CORP,53299005,,6,0.0226,7,0.0453,1461895,1582254,1552164.6,2564704,0,1
12/31/2021,CORP,43912185,,6,0.016069,8,0.0905,4728747.12,8749587.12,7495558.12,14380587.6,0,1
12/31/2021,CORP,45939867,,2,0.0015,2,0.0015,0,248000,186000,53578.5,0,1
12/31/2021,CORP,25087611,,4,0.0043,4,0.0043,45513.8,450002.8,348880.2,196489.2,0,1
12/31/2021,CORP,38065750,,7,0.0453,7,0.0453,408729,408729,408729,675358,0,1
12/31/2021,CORP,37807010,,3,0.0024,3,0.0024,200003.2,301331,275999.05,89083.8172,0,1
12/31/2021,CORP,41125953,,4,0.0049,4,0.0049,447114.37,1200000.37,615865.6,274870.38,0,1
12/31/2021,CORP,30197718,,3,0.0039,4,0.0057,55041.3,240003.3,193763.3,97816.3,0,1
12/31/2021,CORP,64928776,,7,0.0401,7,0.0401,1203729,1504636,1429409,1269208,0,1
12/31/2021,CORP,90815871,,7,0.0453,7,0.0453,795054,820048.4,813799.8,667040.2,0,1
12/31/2022,CORP,38414044,,8,0.0905,8,0.0905,139200.4,159048.3,154086.3,163045.8,0,1
12/31/2022,CORP,27254668,,8,0.104967,8,0.104967,970475.8,1029999.7,1015118.7,1683136.279,0,1
12/31/2022,CORP,83009948,,5,0.0093,5,0.0093,334210,400059.9,383597.4,284751.1,0,1
12/31/2022,CORP,50456487,,6,0.030336,2,0.0014,0,8000000,6000000,1933610,0,1
12/31/2022,CORP,37631845,,3,0.0022,3,0.0022,392000,1600000,320000,112916.698,0,1
12/31/2022,CORP,16372583,,4,0.0057,5,0.0113,7337709,9495459,8793710,6727687.2,0,1
12/31/2022,CORP,22267600,,4,0.0059,4,0.0059,80000,742000,203400,113203.01,0,1
12/31/2022,CORP,75035280,,3,0.003489,4,0.0057,62799400,62799400,62799400,,0,1
12/31/2022,CORP,18935614,,7,0.0499,7,0.0499,0,1000000,0,0,0,1
12/31/2022,CORP,32738679,,5,0.012709,6,0.0226,126000,130000,128000,142332.94,0,1
12/31/2022,CORP,11900305,,5,0.0123,5,0.0123,40279.77,193279.77,155029.77,113152.12,0,1
12/31/2022,CORP,52044950,,4,0.006767,3,0.0028,590518.5,2499997.5,1409372.5,842394.21,0,1
12/31/2022,CORP,45666377,,5,0.0113,5,0.0113,618402.43,635381,631136.36,692515.6,0,1
12/31/2022,CORP,29646690,,5,0.0081,5,0.0081,106326,206326,181326,103169.7,0,1
12/31/2022,CORP,59387756,,1,0.0009,3,0.0028,520909,670252.8,632916.9,227345.6,0,1
12/31/2022,CORP,34687110,,4,0.0049,4,0.0049,0,850000,500000,283128.1,0,1
12/31/2022,CORP,30852805,,4,0.0057,5,0.0113,69239.32,69239.32,69239.32,40225.07,0,1
12/31/2022,CORP,54124322,,5,0.0113,5,0.0113,36416757.71,63930839.71,48561294.71,53283904.48,0,1
12/31/2022,CORP,15559036,,7,0.0402,7,0.0402,114510.48,132926.48,128322.48,116844.91,0,1
12/31/2022,CORP,41965497,,4,0.004574,4,0.004574,13269300,29999980,2653870,2230258.839,0,1
12/31/2022,CORP,30693389,,4,0.0068,4,0.0068,0,1000000,420000,236544,0,1
12/31/2022,CORP,48284644,,4,0.0044,4,0.0044,99882.9,100020.86,99986.37,51538.3742,0,1
12/31/2022,CORP,56615523,,4,0.004803,2,0.0014,5697890,10362840,9196600,3769400,0,1
12/31/2022,CORP,16443095,,4,0.004201,3,0.0028,373301,650000,373301,223125.7,0,1
12/31/2022,CORP,64650529,,4,0.004201,3,0.0028,242854,315999.9,242854,145156,0,1
12/31/2022,CORP,42120445,,5,0.009891,5,0.009891,91100.8,91100.8,91100.8,99960.6,0,1
12/31/2022,CORP,27577239,,4,0.0057,4,0.0057,328200,785435,671126,564000,0,1
12/31/2022,CORP,95084477,,5,0.0113,4,0.0057,875199,1270645,1171784,708626,0,1
12/31/2022,CORP,15545965,,3,0.002299,4,0.0057,3610200,4104508,3980931,3345495,0,1
12/31/2022,CORP,34592624,,2,0.0014,2,0.0014,1002024.63,3200730.88,2539554.06,711431.879,0,1
12/31/2022,CORP,85001591,,6,0.018165,6,0.018165,13938500,48452600,39824100,35162200,0,1
12/31/2022,CORP,94313620,,3,0.0028,4,0.0057,734972.12,892688.3,853259.51,451965.784,0,1
12/31/2022,CORP,33350350,,5,0.0113,6,0.0226,6268550.3,13000000.3,1876782.64,,0,1
12/31/2022,CORP,82019476,,6,0.0226,6,0.0226,1197614.72,2300230.72,1945058.04,1764134.32,0,1
12/31/2022,CORP,47757256,,6,0.021194,7,0.0453,776362,1399999,333379.5,,0,1
12/31/2022,CORP,38028285,,4,0.007,4,0.007,3848089,5058879,4756182,2595342,0,1
12/31/2022,CORP,54183717,,5,0.0147,5,0.0147,0,300000,225000,167772,0,1
12/31/2022,CORP,84441841,,5,0.0113,5,0.0113,2757460,2757460,2757460,1565360,0,1
12/31/2022,CORP,92645228,,7,0.0453,6,0.0226,125491,125491,125491,107170,0,1
12/31/2022,CORP,44313840,,4,0.0051,4,0.0051,0,150000,112500,57168.2,0,1
12/31/2022,CORP,25236332,,3,0.0034,3,0.0034,35854.6,200007.6,158969.6,63705.1,0,1
12/31/2022,CORP,61151105,,3,0.002299,3,0.002299,18680370,18680370,18680370,11165390,0,1
12/31/2021,CORP,24600090,,4,0.0045,4,0.0045,1567114.8,2417114.8,2204614.7,1045181.2,0,1
12/31/2021,CORP,53769820,,3,0.0029,3,0.0029,0,19000,14250,5710.53,0,1
12/31/2021,CORP,13313770,,5,0.0093,5,0.0093,588518.8,688518.8,663518.8,484285.4,0,1
12/31/2021,CORP,69580008,,3,0.002299,2,0.0014,16250700,18800330,18162920,,0,1
12/31/2021,CORP,65752448,,4,0.0044,4,0.0044,406952.53,448640.03,438218.13,201353.36,0,1
12/31/2021,CORP,84851931,,4,0.0044,4,0.0044,970049,1266318,1192251,699168.2,0,1
12/31/2021,CORP,49039836,,5,0.0113,4,0.0057,31048300,31048300,31048300,26092400,0,1
12/31/2021,CORP,65690906,,2,0.0014,4,0.0057,77623.7,77623.7,77623.7,35761.33,0,1
12/31/2021,CORP,85201763,,5,0.0113,5,0.0113,0,400000,157500,117404.4,0,1
12/31/2021,CORP,78421570,,4,0.0057,5,0.0113,728.85,30000.05,22682.25,24888.132,0,1
12/31/2021,CORP,86104727,,4,0.005837,6,0.0226,2172285,2200000.001,2179542.421,,0,1
12/31/2021,CORP,92181901,,7,0.0453,7,0.0453,291419,500015,447866,473683,0,1
12/31/2021,CORP,78153687,,3,0.0029,3,0.0029,753365,753365,150673,64663.9,0,1
12/31/2021,CORP,53102430,,5,0.0093,5,0.0093,0,100000,75000,54740.5,0,1
12/31/2021,CORP,78643797,,6,0.0261,7,0.0453,16718.6,216718.6,166718.6,136652.6,0,1
12/31/2021,CORP,14323646,,5,0.0093,5,0.0093,1175007,1797466.4,1641851.55,962607.6313,0,1
12/31/2021,CORP,31912452,,9,0.181,8,0.0905,257223,400028.7,364326.9,393940.3,0,1
12/31/2021,CORP,82380256,,8,0.0905,8,0.0905,153912.346,185193.946,177373.546,203737.43,0,1
12/31/2021,CORP,21145332,,5,0.0113,6,0.0226,0,3000000,2250000,3044490,0,1
12/31/2021,CORP,47149611,,5,0.0113,4,0.0057,41334.5,600000.5,8266.9,,0,1
12/31/2021,CORP,97501584,,7,0.0453,7,0.0453,269641,500015,442421,466246,0,1
12/31/2021,CORP,20946585,,3,0.0023,3,0.0023,0,300000,225000,70129.3,0,1
12/31/2021,CORP,88032721,,5,0.0081,5,0.0081,352957.9,500364.9,463512.9,263127,0,1
12/31/2021,CORP,91102363,,6,0.0195,6,0.0195,11188.9,24000,20797.25,18362.66,0,1
12/31/2021,CORP,77088015,,6,0.0226,6,0.0226,0,1600000,1200000,1092230,0,1
12/31/2021,CORP,12203141,,4,0.0057,4,0.0057,1132700,2469840,1735555,932961.71,0,1
12/31/2021,CORP,49638319,,5,0.0142,5,0.0142,204639,204639,204639,116169,0,1
12/31/2021,CORP,37765211,,6,0.0255,6,0.0255,473309.8,500006.3,493332.2,347288.6,0,1
12/31/2021,CORP,29635723,,-1,1,10,1,51605.3,57007.16,55656.7,0,0,0
12/31/2021,CORP,48924204,,7,0.0453,7,0.0453,0,150000,112500,118558,0,1
12/31/2021,CORP,39174670,,9,0.136073,9,0.136073,756083.8,829999.9,811520.9,1688179.559,0,1
12/31/2021,CORP,65085051,,3,0.002514,3,0.002514,3828.75,150000.05,113457.15,67814.28,0,1
12/31/2021,CORP,83161186,,7,0.0402,7,0.0402,77629.8,77629.8,77629.8,64500.4,0,1
12/31/2021,CORP,81943380,,5,0.0127,5,0.0127,446628.26,446628.26,446628.26,325975,0,1
12/31/2021,CORP,42951928,,5,0.0108,5,0.0108,0,98500,73875,48330.8,0,1
12/31/2021,CORP,13414001,,6,0.027816,6,0.027816,1263817,1300449.8,1291291.6,1140131.4,0,1
12/31/2021,CORP,49168324,,7,0.0401,7,0.0401,50000,150000,125000,61474.6,0,1
12/31/2021,CORP,84020805,,2,0.0015,2,0.0015,536949,900018,809251,226212.2,0,1
12/31/2021,CORP,44640665,,3,0.0028,3,0.0028,698779,698779,698779,417666,0,1
12/31/2021,CORP,44666516,,7,0.0453,7,0.0453,2834961.7,4100060.9,2607560.02,2988216.2,0,1
12/31/2021,CORP,98992258,,2,0.0015,2,0.0015,944.85,118500,89111.21,24426.803,0,1
12/31/2021,CORP,91531190,,5,0.0141,5,0.0141,155773.91,238426.21,107022.93,76661.74,0,1
12/31/2021,CORP,23458346,,6,0.0212,7,0.0453,136735.4,136735.4,27347,15012.9,0,1
12/31/2021,CORP,56184852,,8,0.113577,8,0.113577,6084,150000,73174.8,99551.61,0,1
12/31/2021,CORP,62400118,,5,0.0113,5,0.0113,0,600000,450000,328443,0,1
12/31/2021,CORP,33593867,,6,0.0226,6,0.0226,46494.3,200000,111051.66,76262.51,0,1
12/31/2021,CORP,43295655,,5,0.0113,5,0.0113,13643480,14250200,14098520,15469634,0,1
12/31/2021,CORP,67498053,,3,0.0031,3,0.0031,361752,611752,549252,171194.1,0,1
12/31/2021,CORP,35913158,,7,0.034402,5,0.0113,7427650,7427650,7427650,8150000,0,1
12/31/2021,CORP,34625156,,8,0.067648,8,0.067648,0,2000000,1500000,3177580,0,1
12/31/2021,CORP,51960084,,2,0.001263,2,0.001263,0,500000,375000,116981,0,1
12/31/2021,CORP,17071377,,4,0.0057,4,0.0057,0,9771134,0,0,0,1
12/31/2021,CORP,22170371,,5,0.012137,5,0.012137,2735690.64,7500008.64,4328109.36,3365404.639,0,1
12/31/2021,CORP,44803307,,7,0.0453,7,0.0453,224619.8,324619.8,299619.8,104984.3,0,1
12/31/2021,CORP,26228034,,5,0.0113,5,0.0113,559894,800039,740002,449297,0,1
12/31/2022,CORP,73666229,,4,0.0057,4,0.0057,0,400000,300000,252114,0,1
12/31/2022,CORP,38513902,,6,0.0212,6,0.0212,2296619.2,2599999.1,519999.93,489245.54,0,1
12/31/2022,CORP,78046375,,4,0.0051,4,0.0051,0,500000,375000,189309,0,1
12/31/2022,CORP,30792600,,6,0.0169,6,0.0169,1142584.6,1743185.6,1414044.6,1379408.18,0,1
12/31/2022,CORP,68698563,,5,0.012717,5,0.012717,60000,60000,30000,32917.6,0,1
12/31/2022,CORP,62144258,,5,0.0117,5,0.0117,0,400000.1,299999.9,170303.8,0,1
12/31/2022,CORP,39030418,,4,0.0045,4,0.0045,63241.89,63241.89,63241.89,35769.2,0,1
12/31/2022,CORP,45810671,,3,0.0039,3,0.0039,925269,1025268.9,945269.01,322278.96,0,1
12/31/2022,CORP,24045959,,5,0.0153,5,0.0153,48422,118013.2,100615.4,65825.1,0,1
12/31/2022,CORP,20656891,,5,0.0121,6,0.0226,575226.87,826939.67,683126.534,489761.826,0,1
