cohort_obs_dt,segment_calibration,consolidated_id,default_first_in_12M_dt,pd_model_class,pd_model_pct,pd_decided_class,pd_decided_pct,issued_or_outstanding_amt_EUR,granted_amt_EUR,EaD_amt_EUR,RWA_amt_EUR,default_flg,Validation_sample
12/31/2022,CORP,88541955,,6,0.0177,5,0.0113,1439505,1534529.6,1510773.4,991175.2,0,1
12/31/2022,CORP,87869669,,6,0.02086,6,0.02086,622725,622725,622725,842612,0,1
12/31/2022,CORP,44572427,,5,0.0093,5,0.0093,1529136,2370488,2160150,1462715.1,0,1
12/31/2022,CORP,68395462,,9,0.3204,7,0.0453,377022.5,400121.2,394346.5,349340.4,0,1
12/31/2022,CORP,75535271,,7,0.0453,7,0.0453,15295.1,60004.6,48827.2,51456.5,0,1
12/31/2022,CORP,44040483,,3,0.0028,5,0.0113,70500,70500,35250,26445.4,0,1
12/31/2022,CORP,97979740,,4,0.0057,4,0.0057,6257630,7000422,6814724,5726950,0,1
12/31/2022,CORP,87651239,,3,0.0028,3,0.0028,3286752,3583009,3508945,1415148.6,0,1
12/31/2022,CORP,54365634,,4,0.0044,4,0.0044,196783,196783,196783,110828,0,1
12/31/2022,CORP,81765199,,5,0.0127,6,0.0226,1995597.2,2122835.2,2091025.4,1471447.8,0,1
12/31/2022,CORP,70317025,,4,0.0057,4,0.0057,2193448,3472401,3152662.6,2596479.3,0,1
12/31/2022,CORP,12968959,,5,0.0121,7,0.0453,1779160.1,3046904.6,2539549.7,2684930.3,0,1
12/31/2022,CORP,21248694,,6,0.0161,6,0.0161,264504,464504,414504,284652,0,1
12/31/2022,CORP,95059170,,5,0.014616,6,0.0226,447008.3,447008.3,447008.3,311119.8,0,1
12/31/2022,CORP,88916750,,6,0.0226,6,0.0226,781109.7,781109.7,781109.7,536411.6,0,1
12/31/2022,CORP,38029477,,3,0.0024,3,0.0024,284733.32,455789.5,413025.46,143627.81,0,1
12/31/2022,CORP,61386624,,8,0.077833,8,0.077833,7826226,7826226,7826226,,0,1
12/31/2022,CORP,76837100,,5,0.0135,5,0.0135,40566.1,490566.1,378066.1,214620.5,0,1
12/31/2022,CORP,93322897,,2,0.0015,2,0.0015,155110,165929.9,163224.93,44742.53,0,1
12/31/2022,CORP,73173532,,2,0.001539,3,0.0028,0,500000,375000,150277,0,1
12/31/2022,CORP,54511609,,9,0.148053,9,0.148053,600113,600113,600113,1592470,0,1
12/31/2022,CORP,92467156,,4,0.004574,4,0.004574,0,1000000,750000,630285,0,1
12/31/2022,CORP,63695674,,3,0.0024,3,0.0024,120930.2,120930.2,120930.2,37692.2,0,1
12/31/2022,CORP,67817374,,4,0.0057,4,0.0057,173567,500000,418391,183274.1,0,1
12/31/2022,CORP,39972670,,5,0.0121,5,0.0121,40365.3,1240365.3,940365.3,636368,0,1
12/31/2022,CORP,19661920,,6,0.0162,6,0.0162,257962,601048,432777,303233.884,0,1
12/31/2022,CORP,35108249,,3,0.0039,3,0.0039,1186007,1964899,1770176,677618,0,1
12/31/2022,CORP,51088951,,4,0.0061,4,0.0061,419818.6,443593.1,437649.4,235666.4,0,1
12/31/2022,CORP,58948639,,5,0.014861,5,0.014861,933282,3000000.68,1949566.46,1461668.47,0,1
12/31/2022,CORP,46596734,,5,0.011141,5,0.011141,0,3000000,2250000,2468820,0,1
12/31/2022,CORP,28698276,,4,0.0057,4,0.0057,8871.5,600000.5,1774.3,1078.565,0,1
12/31/2022,CORP,12862151,,6,0.0162,6,0.0162,880498,902498,896998,555051.5,0,1
12/31/2022,CORP,50693861,,4,0.004412,4,0.004412,0,2500000,1875000,1575710,0,1
12/31/2022,CORP,52270287,,1,0.0007,2,0.0014,1092646,1092646,1092646,299510.9,0,1
12/31/2022,CORP,51571042,,8,0.0905,8,0.0905,723727,1190280,765245.9,927737.37,0,1
12/31/2022,CORP,65376700,,2,0.0018,2,0.0018,15545.2,200000.1,153886.3,46713.91,0,1
12/31/2022,CORP,59587522,,6,0.0168,6,0.0168,458383.4,662207.4,611251.15,439790.8943,0,1
12/31/2022,CORP,93268007,,5,0.0088,7,0.0453,57868.4,57868.4,57868.4,33584.5,0,1
12/31/2022,CORP,43299711,,9,0.3642,9,0.3642,542326,650125.5,623175.7,1017726.8,0,1
12/31/2022,CORP,86470519,,3,0.0028,5,0.0113,353517,414475.34,399235.78,,0,1
12/31/2022,CORP,16912552,,4,0.0044,4,0.0044,418878.8,420059.16,419764.07,216510.783,0,1
12/31/2022,CORP,82703534,,4,0.0043,4,0.0043,0,270000,202500,102314.5,0,1
12/31/2022,CORP,56548236,,6,0.029309,6,0.029309,3069662,3069662,3069662,4034594,0,1
12/31/2022,CORP,91781139,,6,0.0226,7,0.0453,5008368.99,5858368.99,5159821.708,6383256.4,0,1
12/31/2022,CORP,20425428,,2,0.0015,2,0.0015,1087.36,118500,89146.84,24436.569,0,1
12/31/2022,CORP,60624701,,5,0.0082,5,0.0082,371091.3,526024.6,487291.27,355661.273,0,1
12/31/2022,CORP,54892493,,6,0.0162,6,0.0162,102415,102415,102415,70465.4,0,1
12/31/2022,CORP,44669532,,6,0.0226,6,0.0226,8501741,9099774,8950265,12110662,0,1
12/31/2022,CORP,43554435,,4,0.0064,4,0.0064,3929.83,5000,4732.458,2665.319,0,1
12/31/2022,CORP,26917674,,8,0.1106,7,0.0453,28652.99,100000,20000,16627.24,0,1
12/31/2022,CORP,47125705,,7,0.0453,8,0.0905,85154.8,179972.2,156267.8,165354.6,0,1
12/31/2022,CORP,94165524,,4,0.0042,4,0.0042,33171.6,199999.9,90048.52,46194.62,0,1
12/31/2022,CORP,66887113,,3,0.00212,4,0.0057,4348610,5148610,4717840,,0,1
12/31/2022,CORP,95841193,,5,0.0113,5,0.0113,0,500000,375000,274653,0,1
12/31/2022,CORP,58461186,,3,0.0028,3,0.0028,2892050,10000000,8223010,4110580,0,1
12/31/2022,CORP,75028614,,8,0.0651,7,0.0453,181057,181057,181057,155678.7,0,1
12/31/2022,CORP,47578220,,5,0.0081,5,0.0081,248332,300052.5,287122.4,209563.1,0,1
12/31/2022,CORP,45851642,,5,0.0093,5,0.0093,312580,350056.6,340687.5,248658.9,0,1
12/31/2022,CORP,96907974,,4,0.0049,4,0.0049,458926,900099,789806,402381,0,1
12/31/2022,CORP,14782735,,5,0.0113,5,0.0113,275275.3,750010.3,414504,296003.39,0,1
12/31/2022,CORP,25805712,,6,0.030336,6,0.030336,0,500000,375000,507415,0,1
12/31/2022,CORP,65680746,,4,0.0049,4,0.0049,40810.05,300000.05,60000.01,31493.52,0,1
12/31/2022,CORP,89408728,,5,0.0113,5,0.0113,12.5,30000,22503.1,24691.6157,0,1
12/31/2022,CORP,60126158,,2,0.0014,9,0.181,194371,200043.37,198625.28,527073.2,0,1
12/31/2022,CORP,47329241,,3,0.002514,3,0.002514,10058.7,150000,115014.7,68745.29,0,1
12/31/2022,CORP,24888889,,3,0.0024,3,0.0024,0,497900,373425,155807,0,1
12/31/2022,CORP,63569815,,6,0.016173,6,0.016173,195238.2,390500,341684.6,232379.5,0,1
12/31/2022,CORP,99852331,,6,0.0308,7,0.0453,353446.1,397744.9,386670.2,407492.5,0,1
12/31/2022,CORP,40951415,,-1,1,12,1,488548.97,488548.97,488548.97,0,0,0
12/31/2022,CORP,86418644,,7,0.05,7,0.05,278789,300058.9,294741.5,216548.4,0,1
12/31/2022,CORP,15010065,,7,0.06,7,0.06,248856,380051,347252,365953,0,1
12/31/2022,CORP,74877298,,5,0.0081,6,0.0226,799472,829031.4,821641.6,668033.5,0,1
12/31/2022,CORP,82613339,,5,0.0082,5,0.0082,0,400000,300000,196267,0,1
12/31/2022,CORP,71336494,,5,0.0113,5,0.0113,496644,1006637,879138.75,741471.0238,0,1
12/31/2022,CORP,80035168,,5,0.0123,5,0.0123,500516,818513,739013.8,546295.0477,0,1
12/31/2022,CORP,54101219,,4,0.0044,4,0.0044,147031,900023,711775,407053.7,0,1
12/31/2022,CORP,45279949,,2,0.0014,3,0.0028,4673170,20819440,8932870,5339262.2,0,1
12/31/2022,CORP,31220183,,7,0.040164,7,0.040164,93104.7,93104.7,93104.7,123641.2,0,1
12/31/2022,CORP,82496097,,2,0.0014,2,0.0014,0,20000,15000,4111.74,0,1
12/31/2022,CORP,32648358,,6,0.023134,6,0.023134,492174,500000.12,498043.59,452473.53,0,1
12/31/2022,CORP,31993308,,2,0.0014,2,0.0014,0,500000,375000,102793,0,1
12/31/2022,CORP,63656805,,5,0.015304,5,0.015304,190076,1890076,1148015.2,843848.1,0,1
12/31/2022,CORP,44634492,,-1,1,12,1,19307.5,19307.5,19307.5,0,0,0
12/31/2022,CORP,58449311,,2,0.0015,4,0.0057,3479510.52,3630915.52,3593064.52,2118252.04,0,1
12/31/2022,CORP,47883946,,4,0.005237,4,0.005237,0,15000000,9375000,7878550,0,1
12/31/2021,CORP,90088570,,4,0.0048,4,0.0048,31070.2,281070.3,193713.93,89186.44,0,1
12/31/2021,CORP,81979825,,5,0.0113,8,0.0905,320656.9,1048179.9,841298.9,1097718.1,0,1
12/31/2021,CORP,91034405,,9,0.1533,8,0.0905,3059.87,110000.17,83265.12,101539.0884,0,1
12/31/2021,CORP,61772332,,5,0.0098,5,0.0098,0,100000,75000,54740.5,0,1
12/31/2021,CORP,57274435,,4,0.0057,4,0.0057,3724985,3724985,3724985,2097915,0,1
12/31/2021,CORP,59574403,,4,0.0057,4,0.0057,2671368,2671368,2671368,1170174,0,1
12/31/2021,CORP,19737355,,3,0.0028,3,0.0028,164658,300006,266169,106664.3,0,1
12/31/2021,CORP,23609035,,3,0.003364,3,0.003364,25.37,338006.57,253511.27,79551.1567,0,1
12/31/2021,CORP,49195386,,4,0.0068,4,0.0068,0,300000,225000,126822,0,1
12/31/2021,CORP,72474246,,4,0.0061,4,0.0061,418274,428034.19,425594.14,214850.99,0,1
12/31/2021,CORP,15067608,,9,0.165415,9,0.165415,5118115,5118115,5118115,,0,0
12/31/2021,CORP,93623950,,6,0.016007,6,0.016007,9679.55,80000.05,62419.85,84460.8,0,1
12/31/2021,CORP,20323486,,4,0.007374,2,0.0014,6310525,6310525,6310525,,0,1
12/31/2021,CORP,76837763,,4,0.0061,4,0.0061,95400,250000.1,84180.89,36664.75,0,1
12/31/2021,CORP,16316937,,4,0.0057,6,0.0226,8128070,8128070,8128070,,0,1
12/31/2021,CORP,20347236,,-1,1,12,1,19618.9,19618.9,19618.9,0,0,0
12/31/2021,CORP,41004826,,7,0.0453,6,0.0226,4793910,5445710,5282760,6407122,0,1
12/31/2021,CORP,42134278,,2,0.0015,2,0.0015,383639,1027858,866804,213585.6,0,1
12/31/2021,CORP,80258399,,-1,1,12,1,159516,159516,159516,0,0,0
12/31/2021,CORP,27143804,,5,0.0113,5,0.0113,0,900000,625000,460538,0,1
12/31/2021,CORP,83640314,,3,0.0028,3,0.0028,1952080,10000000,7988020,3918481,0,1
12/31/2021,CORP,62599867,,4,0.0057,5,0.0113,270612,270612,270612,197512,0,1
12/31/2021,CORP,17742918,,3,0.0034,3,0.0034,53284.3,400002.3,313322.3,112546.6,0,1
12/31/2021,CORP,12789513,,7,0.0453,7,0.0453,2399420.8,2625297,2568827.2,2094832.7,0,1
12/31/2021,CORP,73072166,,5,0.0141,5,0.0141,0,455000,291250,212575.43,0,1
12/31/2021,CORP,29343052,,3,0.0028,3,0.0028,1545314.6,2969999.9,2613828.5,932103.22,0,1
12/31/2021,CORP,99134568,,3,0.0024,3,0.0024,277862.7,613505.7,529594.7,147958.4,0,1
12/31/2021,CORP,34350961,,4,0.0061,4,0.0061,297295.8,468637.8,425801.8,243676.1,0,1
12/31/2021,CORP,59712658,,4,0.0068,4,0.0068,700000,1700000,1450000,855164,0,1
12/31/2022,CORP,79402437,,-1,1,12,1,892545.3,892545.3,892545.3,0,0,0
12/31/2021,CORP,26023533,,6,0.028,6,0.028,0,310000,232500,205283,0,1
12/31/2021,CORP,55905462,,5,0.0113,5,0.0113,143466,200009.1,185873.3,135664,0,1
12/31/2021,CORP,91555760,,4,0.0074,5,0.0113,0,750000,562500,415884,0,1
12/31/2021,CORP,13107437,,6,0.0168,6,0.0168,799865,1500021,1324982,1202111,0,1
12/31/2021,CORP,49626625,,6,0.0255,6,0.0255,0,290000,217500,192039,0,1
12/31/2021,CORP,67281315,,5,0.015349,6,0.0226,135000,299999.7,135849.08,183818.23,0,1
12/31/2021,CORP,33650371,,4,0.007825,6,0.0226,2373270,2500001.37,2468318.38,2217695.102,0,1
12/31/2021,CORP,57520383,,5,0.0132,5,0.0132,97925,1257925,967925,692012.94,0,1
12/31/2021,CORP,33003359,,4,0.004217,4,0.004217,0,1000000,750000,630285,0,1
12/31/2021,CORP,47710371,,3,0.0025,5,0.0113,34439.9,34439.9,6887.99,0,0,1
12/31/2021,CORP,82997902,,3,0.0039,5,0.0113,431321.4,431321.4,431321.4,253408.1,0,1
12/31/2021,CORP,46920152,,3,0.0028,3,0.0028,0,50000,37500,16377.8,0,1
12/31/2021,CORP,51224615,,5,0.0107,5,0.0107,0,300000,225000,127728,0,1
12/31/2021,CORP,16360034,,3,0.0037,3,0.0037,265779,265779,265779,106508,0,1
12/31/2021,CORP,19805337,,5,0.0096,5,0.0096,0,99000,74250,48576.2,0,1
12/31/2021,CORP,42475497,,6,0.025159,6,0.025159,1812360,1812360,1812360,2452310,0,1
12/31/2022,CORP,41380676,,3,0.0028,3,0.0028,2079308,3640217,2716700,1249271,0,1
12/31/2022,CORP,11921050,,2,0.0017,2,0.0017,323774,323774,323774,132705,0,1
12/31/2022,CORP,97754453,,5,0.010641,5,0.010641,2708567.5,2708567.5,2648141.5,2824691.6,0,1
12/31/2022,CORP,23498681,,6,0.0293,6,0.0293,1500164,3253391,2010501.29,1751229.88,0,1
12/31/2022,CORP,56945282,,4,0.0057,4,0.0057,508985,508985,508985,222958,0,1
12/31/2022,CORP,61615468,,6,0.030168,6,0.030168,506668.9,6649995.9,1716448.5,2322535.1,0,1
12/31/2022,CORP,14820227,,4,0.0071,4,0.0071,0,400000,300000,131413,0,1
12/31/2022,CORP,81796006,,2,0.0018,2,0.0018,373783,873783,748783,205713.1,0,1
12/31/2022,CORP,15231937,,3,0.0024,3,0.0024,0,400000,300000,107761,0,1
12/31/2022,CORP,77908124,,7,0.0452,7,0.0452,115820,315820.4,265820,262319.5,0,1
12/31/2022,CORP,94919761,,6,0.0223,6,0.0223,620216,621132.73,620903.547,548219.062,0,1
12/31/2022,CORP,64554160,,6,0.016701,6,0.016701,0,300000,157500,213113.8,0,1
12/31/2022,CORP,68154094,,5,0.0113,5,0.0113,330942,330942,330942,241546,0,1
12/31/2022,CORP,94494231,,4,0.004,4,0.004,0,250000,187500,94964.6,0,1
12/31/2022,CORP,91291846,,3,0.0031,3,0.0031,470935,620935,583435,193890.1,0,1
12/31/2022,CORP,71307851,,2,0.0015,2,0.0015,162134,162134,162134,44443.4,0,1
12/31/2022,CORP,74696548,,5,0.0102,5,0.0102,0,130000,97500,71162.7,0,1
12/31/2022,CORP,50050638,,5,0.0127,5,0.0127,0,1900000,0,0,0,0
12/31/2022,CORP,32274869,,5,0.015291,5,0.015291,1499828.86,5227999.5,3617564.315,2640365.794,0,1
12/31/2022,CORP,39914700,,1,0.0009,1,0.0009,3,404000,303000.75,49561.5297,0,1
12/31/2022,CORP,19403800,,6,0.0226,6,0.0226,1104260,1118785.6,1105154.2,1000590.29,0,1
12/31/2022,CORP,99632545,,3,0.0021,4,0.0057,224418,224418,224418,98304.9,0,1
12/31/2022,CORP,18386000,,5,0.0147,5,0.0147,352937,352937,352937,257599,0,1
12/31/2022,CORP,23117226,,7,0.0453,7,0.0453,6561540,9236080.4,8567445.3,9028806.7,0,1
12/31/2022,CORP,62545229,,5,0.0134,6,0.0226,1038222.5,1314911.2,1245739.3,959319.2,0,1
12/31/2022,CORP,97447956,,4,0.0043,4,0.0043,534532,1950093,1289237.1,676594.322,0,1
12/31/2022,CORP,83266964,,-1,1,10,1,246531,246590.32,246575.49,0,0,0
12/31/2022,CORP,50181801,,6,0.0252,6,0.0252,107820.3,274273.3,232660.3,184132.9,0,1
12/31/2022,CORP,34906287,,5,0.0113,5,0.0113,0,100000,75000,46225.4,0,1
12/31/2022,CORP,12919043,,-1,1,12,1,4232850,4232850,4232850,0,0,0
12/31/2022,CORP,91415993,,6,0.023376,6,0.023376,1673393,2500001,1673393,2264274,0,1
12/31/2022,CORP,41314989,,5,0.0113,6,0.0226,54778.8,54778.8,54778.8,37618.2,0,1
12/31/2022,CORP,86242171,,3,0.0028,3,0.0028,142411,300029,260624,104442.2,0,1
12/31/2022,CORP,95699222,,3,0.0034,3,0.0034,167633,600030,491931,197135.9,0,1
12/31/2022,CORP,73298360,,9,0.2103,9,0.2103,19420.5,19506.4,19484.925,26850.7797,0,1
12/31/2022,CORP,52344599,,3,0.0024,3,0.0024,34352.5,334352.5,259352.5,80836.5,0,1
12/31/2022,CORP,71379807,,6,0.022079,6,0.022079,0,400000,300000,264882,0,1
12/31/2022,CORP,78541973,,5,0.012756,6,0.0226,5251931.8,6355800.8,1999524.59,,0,1
12/31/2022,CORP,71610188,,6,0.0226,6,0.0226,167147.4,620000,506787.1,685736.7785,0,1
12/31/2022,CORP,89269912,,6,0.025495,6,0.025495,91818,150000,135454.5,119597.9,0,1
12/31/2022,CORP,68445976,,5,0.0084,5,0.0084,51762.9,1001762.9,676762.9,493951.3,0,1
12/31/2022,CORP,57635077,,2,0.0014,2,0.0014,42187.1,590008.2,453052.9,135452.4,0,1
12/31/2022,CORP,33327711,,7,0.0523,7,0.0523,560058.7,593198.98,584913.86,501448.529,0,1
12/31/2022,CORP,43991653,,4,0.0077,4,0.0077,0,118000,76000,42803.1,0,1
12/31/2022,CORP,17189782,,2,0.001263,2,0.001263,0,200000,150000,41117.3,0,1
12/31/2022,CORP,47104802,,3,0.002299,2,0.0014,0,2865000,2148750,,0,1
12/31/2022,CORP,41304633,,7,0.0453,7,0.0453,1062500,1062500,1062500,1149497,0,1
12/31/2022,CORP,91983747,,2,0.001539,2,0.001539,10713780,11350775,11108540.8,3331220.4,0,1
12/31/2022,CORP,83754031,,5,0.0113,5,0.0113,99575.5,100030.4,99916.675,72926.515,0,1
12/31/2022,CORP,56359595,,5,0.0089,5,0.0089,0,200000,150000,109481,0,1
12/31/2022,CORP,22896928,,3,0.0028,4,0.0057,1454.84,30000.04,22863.74,19214.2,0,1
12/31/2022,CORP,44987542,,4,0.0043,5,0.0113,200294,200294,200294,146189,0,1
12/31/2022,CORP,57240657,,3,0.0028,3,0.0028,404977,604977,554977,200137.5,0,1
12/31/2022,CORP,67036985,,3,0.0023,3,0.0023,360861,500066,465265,211735.7,0,1
12/31/2022,CORP,71248001,,4,0.0054,4,0.0054,159554.3,695469,501243.4,265997.64,0,1
12/31/2022,CORP,70370523,,3,0.0028,3,0.0028,132372,133046.17,132877.627,53249.325,0,1
12/31/2022,CORP,84960780,,3,0.002299,3,0.002299,5748260,8148263,5748260,3435784,0,1
12/31/2022,CORP,83744206,,3,0.0028,3,0.0028,42570.1,42570.1,42570.1,17059.5,0,1
12/31/2022,CORP,74824630,,8,0.0905,8,0.0905,320327.4,320327.4,320327.4,678578,0,1
12/31/2022,CORP,63593984,,3,0.0031,3,0.0031,910329,1678478.7,1178941.96,453130.77,0,1
12/31/2022,CORP,82090843,,5,0.0085,5,0.0085,211655,600055,502955,289594,0,1
12/31/2022,CORP,24400686,,2,0.0015,2,0.0015,555274,555274,555274,118385,0,1
12/31/2022,CORP,69866143,,4,0.0057,4,0.0057,431773.21,431773.21,431773.21,284079.72,0,1
12/31/2022,CORP,47878010,,6,0.025159,6,0.025159,1510300,1510300,1510300,2043590,0,1
12/31/2022,CORP,12904025,,5,0.012638,5,0.012638,17384420.5,19772160.5,19175220.5,14796115,0,1
12/31/2022,CORP,95483549,,5,0.0128,5,0.0128,250312,250312,250312,127369,0,1
12/31/2022,CORP,12084146,,6,0.018305,6,0.018305,540990.5,799999.5,277006.25,245749.57,0,1
12/31/2022,CORP,16671451,,4,0.0043,4,0.0043,0,750000,562500,320425,0,1
12/31/2022,CORP,62419389,,4,0.0057,4,0.0057,22332.1,22332.1,22332.1,12790.7,0,1
12/31/2022,CORP,72524214,,5,0.0129,5,0.0129,225.45,133000,99806.36,72846.05,0,1
12/31/2022,CORP,81156384,,4,0.0047,5,0.0113,94856.8,120019,113728.4,64561.3,0,1
12/31/2022,CORP,28306844,,5,0.0117,5,0.0117,329928,333436.45,332559.34,218534.66,0,1
12/31/2022,CORP,44273509,,9,0.2254,9,0.2254,0,150000,75000,137486,0,1
12/31/2022,CORP,19362198,,3,0.0021,3,0.0021,116781.1,116781.1,116781.1,42465.06,0,1
12/31/2022,CORP,15648567,,6,0.027816,6,0.027816,5423495.06,5423495.06,5423495.06,4788609.885,0,1
12/31/2022,CORP,83951617,,3,0.0039,3,0.0039,0,110000,82500,25714.1,0,1
12/31/2022,CORP,33522284,,2,0.0015,2,0.0015,120048,220048,195048,49045.8,0,1
12/31/2022,CORP,78046015,,5,0.008383,5,0.008383,7.3,10000,7501.83,5987.2162,0,1
12/31/2022,CORP,68950636,,4,0.0057,4,0.0057,0,400000,245000,137983.98,0,1
12/31/2022,CORP,52869959,,5,0.0113,5,0.0113,361309,361309,361309,242568,0,1
12/31/2022,CORP,56004137,,5,0.0128,6,0.0226,376745,400087.7,394252,348100.6,0,1
12/31/2022,CORP,42577736,,9,0.4754,9,0.4754,688575,740053.6,296974.28,147928,0,1
12/31/2022,CORP,62623834,,4,0.007374,4,0.007374,1807003.6,7473829.6,4935332.6,2586818,0,1
12/31/2022,CORP,76259818,,4,0.0051,6,0.0226,82384,102027,97116.25,91376.2527,0,1
12/31/2022,CORP,13966091,,4,0.0044,4,0.0044,1334793.2,2350000.2,509997.24,281272.68,0,1
12/31/2022,CORP,86369405,,4,0.0071,4,0.0071,0,100000,75000,32853.3,0,1
12/31/2022,CORP,13351341,,4,0.007666,4,0.007666,1340753.45,3000001.45,600000.19,318332.8,0,1
12/31/2022,CORP,55581174,,5,0.0108,5,0.0108,17819.1,99585.8,79144.1,44928.5,0,1
12/31/2022,CORP,63905240,,5,0.0107,5,0.0107,441703,1000095,860497,524931.9,0,1
12/31/2022,CORP,75591548,,4,0.0046,4,0.0046,350953,948953,799453,450251.1,0,1
12/31/2022,CORP,20643245,,5,0.010667,5,0.010667,2558869,2689841,2657098.3,1939339.9,0,1
12/31/2022,CORP,69792505,,8,0.110622,9,0.181,2500593.9,2959357.4,2715203.5,,0,1
12/31/2022,CORP,92236667,,4,0.0049,5,0.0113,1158170,1656170,1531670,869496,0,1
12/31/2022,CORP,82409764,,4,0.0044,4,0.0044,0,300000,225000,98559.8,0,1
12/31/2022,CORP,96989150,,4,0.0061,4,0.0061,50000,150000,125000,67583.9,0,1
12/31/2022,CORP,99519968,,5,0.008,5,0.008,0,350000,262500,150030,0,1
12/31/2022,CORP,87998866,,4,0.007666,4,0.007666,1693955,1975159,1904858,1147730,0,1
12/31/2022,CORP,50789758,,4,0.0057,4,0.0057,319123,330074,327336.27,184355.7,0,1
12/31/2022,CORP,45694656,,3,0.002443,4,0.0057,3384067,6324267,5589217,,0,1
12/31/2022,CORP,24763101,,2,0.0015,2,0.0015,96681.1,300017.1,249183.1,68305,0,1
12/31/2022,CORP,54994272,,5,0.0112,5,0.0112,193002.6,558353.88,467015.56,270825.39,0,1
12/31/2022,CORP,31961166,,4,0.0061,6,0.0226,1314025.91,1474215.25,1434167.915,1179727.626,0,1
12/31/2022,CORP,99956175,,-1,1,10,1,1507528,1999517,1753522,0,0,0
12/31/2022,CORP,81309090,,6,0.0226,6,0.0226,909319.9,1298348.9,1201091.9,1515021.6,0,1
12/31/2022,CORP,75772498,,-1,1,10,1,108057.24,108057.24,108057.24,0,0,0
12/31/2022,CORP,96482414,,5,0.0087,5,0.0087,662134,700130.6,690631.5,392057.4,0,1
12/31/2022,CORP,25919025,,5,0.0092,5,0.0092,76059.2,200017.2,169027.5,100202,0,1
12/31/2022,CORP,75408840,,5,0.0117,5,0.0117,54656.8,354656.8,279656.8,159047.45,0,1
12/31/2022,CORP,94804700,,4,0.0057,4,0.0057,269044,290127.3,284856.5,160431.06,0,1
12/31/2022,CORP,52687206,,3,0.0027,5,0.0113,3342872.94,3461898.3,2882605.09,1891060.362,0,1
12/31/2022,CORP,40902942,,3,0.002443,3,0.002443,0,326001,217333.3,67739.7,0,1
12/31/2022,CORP,49433151,,5,0.0148,5,0.0148,0,80000,60000,39253.5,0,1
12/31/2022,CORP,47236626,,4,0.0059,4,0.0059,648308,852359,776346.1,446256.726,0,1
12/31/2022,CORP,50164128,,5,0.0107,5,0.0107,1000000,1700000,1525000,1196506,0,1
12/31/2022,CORP,50209870,,7,0.041069,7,0.041069,8068120,8068120,8068120,13331300,0,1
12/31/2022,CORP,25620786,,1,0.000917,1,0.000917,1009734.1,1067576.3,1053115.7,288212.5,0,1
12/31/2022,CORP,24898996,,4,0.0042,4,0.0042,1968804,3325304,2739786.4,1487373.4,0,1
12/31/2022,CORP,64165093,,5,0.0113,5,0.0113,360297,505575,469255,342497.6,0,1
12/31/2022,CORP,25248272,,6,0.0231,6,0.0231,527146,1013269,891738,705742.8,0,1
12/31/2022,CORP,84442346,,5,0.0112,5,0.0112,91936.2,650018.2,510497.2,372598.8,0,1
12/31/2022,CORP,61829752,,5,0.0113,5,0.0113,571976,709433,675069,496950.1,0,1
12/31/2022,CORP,51850831,,4,0.0057,4,0.0057,1665873,1965873,1890873,948153,0,1
12/31/2022,CORP,72491521,,5,0.0117,5,0.0117,152172.4,200000.17,40000.052,25656.09,0,1
12/31/2022,CORP,82849903,,5,0.0113,5,0.0113,1526760,2526760,2276760,1683071,0,1
12/31/2022,CORP,87854058,,6,0.0226,6,0.0226,276763.54,717810.43,523474.81,462196.0101,0,1
12/31/2022,CORP,86174023,,-1,1,12,1,51316.4,51316.4,51316.4,0,0,0
12/31/2022,CORP,40780642,,5,0.0113,5,0.0113,25511.1,25511.1,25511.1,18619.9,0,1
12/31/2022,CORP,64727109,,6,0.0162,6,0.0162,226272,275044.4,262851.3,232081.3,0,1
12/31/2022,CORP,24348799,,8,0.0809,8,0.0809,2994750,3000646.81,2999172.61,6353418.8,0,1
12/31/2022,CORP,17634999,,5,0.008,5,0.008,744264,944264,894264,568126.9,0,1
12/31/2022,CORP,93621195,,8,0.0881,8,0.0881,400265,420076,415123.2,564766.3,0,1
12/31/2022,CORP,66233751,,5,0.0139,6,0.0226,31436.1,100000,31436.1,27756.1,0,1
12/31/2022,CORP,30086415,,3,0.002299,2,0.0014,16233100,16233100,16233100,,0,1
12/31/2022,CORP,86818768,,8,0.0842,8,0.0842,0,150000,112500,153054,0,1
12/31/2022,CORP,97318519,,-1,1,10,1,1351164.29,1414290.19,1398508.72,0,0,0
12/31/2022,CORP,45847452,,3,0.0039,3,0.0039,494676,500098.46,498742.84,180650.05,0,1
12/31/2022,CORP,73486112,,2,0.0015,3,0.0028,77222,300016,244318,97907.6,0,1
12/31/2022,CORP,94925911,,3,0.0027,3,0.0027,63027.6,263027.4,213027.6,72992.57,0,1
12/31/2021,CORP,48662793,,-1,1,12,1,383552,383552,383552,0,0,0
12/31/2021,CORP,61939612,,5,0.0113,5,0.0113,2627130,2627130,2627130,1917472,0,1
12/31/2021,CORP,76506439,,5,0.0082,5,0.0082,0,400000,300000,196267,0,1
12/31/2021,CORP,57025284,,5,0.0127,5,0.0127,120692,220692,195692,142830.7,0,1
12/31/2021,CORP,76977611,,4,0.004412,4,0.004412,0,1700000,1275000,1071480,0,1
12/31/2021,CORP,46359114,,8,0.1006,7,0.0453,0,118000,76000,80092.7,0,1
